t,u,r,time_s
1780876738.363914,-0.1,0.002798658754286506,18.878034830093384
1780876738.4642017,-0.1,0.0044059186662592665,18.978322505950928
1780876738.5642915,-0.1,0.005576241016796924,19.078412294387817
1780876738.6639242,-0.1,0.00660549870162482,19.17804503440857
1780876738.7639427,-0.1,0.007454064166208987,19.278063535690308
1780876738.8639247,-0.1,0.008511241253417227,19.378045558929443
1780876738.964439,-0.1,0.009359445067668969,19.478559732437134
1780876739.064466,-0.1,0.01001424396221952,19.57858681678772
1780876739.163825,-0.1,0.01068184654346114,19.677945852279663
1780876739.263942,-0.1,0.011251032808908257,19.77806282043457
1780876739.3638785,-0.1,0.011706835118592482,19.877999305725098
1780876739.46389,-0.1,0.012826638531779693,19.978010892868042
1780876739.5640876,-0.1,0.013329220947344901,20.078208446502686
1780876739.6648254,-0.1,0.013777487137435606,20.178946256637573
1780876739.7642858,-0.1,0.014190992629798437,20.278406620025635
1780876739.8645864,-0.1,0.014428879151676574,20.37870717048645
1780876739.9638948,-0.1,0.014956121515484108,20.478015661239624
1780876740.0638938,-0.1,0.015997762091887184,20.578014612197876
1780876740.1643343,-0.1,0.016068693213173044,20.678455114364624
1780876740.264211,-0.1,0.01648210672958562,20.778331756591797
1780876740.3638198,-0.1,0.016839657173364754,20.87794065475464
1780876740.4648821,-0.1,0.017368247154081848,20.979002952575684
1780876740.5638292,-0.1,0.018635939455739835,21.07795000076294
1780876740.6638207,-0.1,0.019421382625386712,21.17794156074524
1780876740.7643425,-0.1,0.020072625012764068,21.27846336364746
1780876740.864349,-0.1,0.02086823128150092,21.378469705581665
1780876740.9639914,-0.1,0.021232367129183714,21.47811222076416
1780876741.064117,-0.1,0.021913402772489,21.578237771987915
1780876741.1644566,-0.1,0.021680197189813954,21.678577423095703
1780876741.2640057,-0.1,0.02158577025594283,21.77812647819519
1780876741.3639088,-0.1,0.022394911177142648,21.878029584884644
1780876741.4639494,-0.1,0.023085277071222352,21.97807025909424
1780876741.5639567,-0.1,0.0238709036709584,22.07807755470276
1780876741.6644402,-0.1,0.024316284368341226,22.178560972213745
1780876741.763919,-0.1,0.024312314794093723,22.278039932250977
1780876741.863916,-0.1,0.024872984532868046,22.378036737442017
1780876741.9648135,-0.1,0.025450063641770066,22.478934288024902
1780876742.0641773,-0.1,0.025883944751715897,22.578298091888428
1780876742.1638052,-0.1,0.026460279833294895,22.677926063537598
1780876742.2638695,-0.1,0.027034073025904246,22.777990341186523
1780876742.3642294,-0.1,0.027419107398985555,22.878350257873535
1780876742.4641943,-0.1,0.027691793165841673,22.978315114974976
1780876742.564129,-0.1,0.027931818848421896,23.07824993133545
1780876742.66416,-0.1,0.028207475800644637,23.1782808303833
1780876742.7643824,-0.1,0.028261238701870632,23.27850317955017
1780876742.8641315,-0.1,0.028580679529361205,23.378252267837524
1780876742.96401,-0.1,0.029054557427251302,23.47813081741333
1780876743.064355,-0.1,0.02938259019106141,23.57847571372986
1780876743.1641793,-0.1,0.029676464155480958,23.678300142288208
1780876743.2638607,-0.1,0.029830985470540018,23.777981519699097
1780876743.3640227,-0.1,0.029959238340273503,23.878143548965454
1780876743.4640322,-0.1,0.030227467949255186,23.978152990341187
1780876743.564413,-0.1,0.030632679561528195,24.07853388786316
1780876743.6638124,-0.1,0.031061745912226258,24.17793321609497
1780876743.7640343,-0.1,0.03141515179978912,24.278155088424683
1780876743.8641145,-0.1,0.0317395560284917,24.378235340118408
1780876743.9638152,-0.1,0.03202422962705965,24.477936029434204
1780876744.0639086,-0.1,0.03229717808550246,24.57802939414978
1780876744.1637826,-0.1,0.032516022455970725,24.677903413772583
1780876744.2639468,-0.1,0.03259762220462272,24.778067588806152
1780876744.363809,-0.05,0.03271669363777353,24.87792992591858
1780876744.4639447,-0.05,0.032972594188720075,24.978065490722656
1780876744.5639784,-0.05,0.03317216374957559,25.078099250793457
1780876744.6644197,-0.05,0.033424876194718726,25.178540468215942
1780876744.76392,-0.05,0.03369122267896118,25.278040885925293
1780876744.8638935,-0.05,0.03379462323031992,25.37801432609558
1780876744.963909,-0.05,0.03397257762781754,25.47802972793579
1780876745.064218,-0.05,0.034239409374239436,25.578338861465454
1780876745.1639218,-0.05,0.03443316264166386,25.67804265022278
1780876745.2638054,-0.05,0.03466246453894226,25.777926206588745
1780876745.3641431,-0.05,0.035091624442363765,25.8782639503479
1780876745.4637916,-0.05,0.03529422556959209,25.977912425994873
1780876745.563951,-0.05,0.035551977980759465,26.07807183265686
1780876745.663816,-0.05,0.035866204462715906,26.177936792373657
1780876745.7638626,-0.05,0.03606486195010676,26.27798342704773
1780876745.863804,-0.05,0.036263713578486324,26.377924919128418
1780876745.964525,-0.05,0.03649052298726516,26.47864580154419
1780876746.0638857,-0.05,0.03676148366182116,26.578006505966187
1780876746.163918,-0.05,0.036906902563485354,26.678038835525513
1780876746.263827,-0.05,0.037046672879358616,26.777947902679443
1780876746.3637712,-0.05,0.03721351145217911,26.877892017364502
1780876746.463973,-0.05,0.03728210925939443,26.97809386253357
1780876746.5645316,-0.05,0.03745916713709305,27.078652381896973
1780876746.664585,-0.05,0.037643942213321506,27.17870593070984
1780876746.7645504,-0.05,0.03762775969891986,27.278671264648438
1780876746.8639696,-0.05,0.03783415758741067,27.378090381622314
1780876746.963799,-0.05,0.03799928330206243,27.477919816970825
1780876747.0638816,-0.05,0.03800545217017898,27.578002452850342
1780876747.1643455,-0.05,0.0381539318620215,27.678466320037842
1780876747.2638729,-0.05,0.03822134453988672,27.77799367904663
1780876747.3637779,-0.05,0.038231803825898185,27.877898693084717
1780876747.4639907,-0.05,0.038417172616662026,27.978111505508423
1780876747.5638413,-0.05,0.03847100084288354,28.077962160110474
1780876747.6639545,-0.05,0.038561012909709466,28.178075313568115
1780876747.765041,-0.05,0.038531212233966945,28.27916193008423
1780876747.8644097,-0.05,0.038512506092914206,28.378530502319336
1780876747.9645352,-0.05,0.03857175967334665,28.47865605354309
1780876748.0637977,-0.05,0.038536052395941926,28.577918529510498
1780876748.1638224,-0.05,0.03854307014443853,28.677943229675293
1780876748.263865,-0.05,0.038619934355889896,28.77798581123352
1780876748.3638191,-0.05,0.03857726848579381,28.8779399394989
1780876748.4639475,-0.05,0.03863499712714804,28.978068351745605
1780876748.563981,-0.05,0.038587904913401826,29.078101873397827
1780876748.664476,-0.05,0.03869687031603153,29.17859673500061
1780876748.7639976,-0.05,0.0386518206937448,29.2781183719635
1780876748.8637943,-0.05,0.03864284699495894,29.377915143966675
1780876748.9642346,-0.05,0.038564307498285995,29.478355407714844
1780876749.0639446,-0.05,0.03862133233168632,29.578065395355225
1780876749.1638408,-0.05,0.03849739608528427,29.677961587905884
1780876749.2644126,-0.05,0.038490383517116124,29.778533458709717
1780876749.3642766,-0.05,0.03834867194040177,29.878397464752197
1780876749.464047,-0.05,0.03835092921405128,29.97816777229309
1780876749.5640554,-0.05,0.03819885921204187,30.078176259994507
1780876749.6641157,-0.05,0.03801122781831104,30.178236484527588
1780876749.7639632,-0.05,0.037916518150289374,30.27808403968811
1780876749.8639643,-0.05,0.03771955246784369,30.378085136413574
1780876749.9640849,-0.05,0.03755725149101688,30.478205680847168
1780876750.064479,-0.05,0.03740409736965752,30.57859992980957
1780876750.1639438,-0.05,0.037237643583160625,30.678064584732056
1780876750.2639842,-0.05,0.03719661322868362,30.77810502052307
1780876750.364206,-0.05,0.036979505589702776,30.878326892852783
1780876750.4639213,-0.05,0.03669551454046969,30.978042125701904
1780876750.56384,-0.05,0.03661187954010905,31.077960729599
1780876750.664475,-0.05,0.03641215079819162,31.178595781326294
1780876750.763873,-0.05,0.03621272087090205,31.27799391746521
1780876750.8641102,-0.05,0.036118315605935425,31.378231048583984
1780876750.9639454,-0.05,0.03590329669980479,31.478066205978394
1780876751.0639398,-0.05,0.035754879610676464,31.578060626983643
1780876751.163889,-0.05,0.03561822439514161,31.678009748458862
1780876751.2640176,-0.05,0.03542064779685171,31.778138399124146
1780876751.3640978,-0.05,0.035170271856994124,31.87821865081787
1780876751.4639506,-0.05,0.03500308885999196,31.978071451187134
1780876751.5638213,-0.05,0.03455797088425958,32.07794213294983
1780876751.6639717,-0.05,0.0342134929249853,32.17809247970581
1780876751.764033,-0.05,0.03399159669646514,32.27815389633179
1780876751.864228,-0.05,0.033584195552134516,32.37834882736206
1780876751.9640706,-0.05,0.03321722728336672,32.47819137573242
1780876752.0638292,-0.05,0.03289866830502718,32.57795000076294
1780876752.1638818,-0.05,0.03258305838422433,32.67800259590149
1780876752.264014,-0.05,0.03218775440427121,32.77813482284546
1780876752.3638158,-0.05,0.0318165056686284,32.877936601638794
